team_id,weighted_attack,weighted_deffense,names,colours
234,0.8703241470588234,1.3491187205882351,Pacos Ferreira,greens
4716,0.9304078470588235,1.1946824264705882,Casa Pia,blues
226,0.9975276382352941,1.2002198029411764,Rio Ave,oranges
223,1.1547275970588236,1.377696994117647,Chaves,blues
211,1.8693155176470586,0.5825652735294118,Benfica,reds
